name,latitude,longitude,boro,category,factype
N. CROWN HEIGHTS FAMILY OUTREACH OP,40.6711568183,-73.9500950759,BROOKLYN,Hospitals & Clinics,
WAKEFIELD RECOVERY CENTER OP,40.8459168556,-73.8407638238,BRONX,Hospitals & Clinics,
METROPOLITAN HOSPITAL CENTER,40.7850865334,-73.9450268754,MANHATTAN,Hospitals & Clinics,
NORTH CENTRAL BRONX HOSPITAL,40.880512,-73.881538,BRONX,Hospitals & Clinics,
OUTREACH DEVELOPMENT CORPORATION OP 1,40.7002610575,-73.8319936806,QUEENS,Hospitals & Clinics,
ELMHURST HOSPITAL CENTER,40.7387104026,-73.8783511552,QUEENS,Hospitals & Clinics,
WEST MIDTOWN MEDICAL GROUP,40.7532975047,-73.9934498991,MANHATTAN,Hospitals & Clinics,
QUEENS SURGICAL CENTER,40.7620463145,-73.832025546,QUEENS,Hospitals & Clinics,
FAMILY HEALTH CENTER OF HARLEM,40.8018629875,-73.9438111641,MANHATTAN,Hospitals & Clinics,
COVENANT HOUSE,40.7584808503,-73.9956496353,MANHATTAN,Hospitals & Clinics,
THE PAC PROGRAM OF BROOKLYN OP,40.7018041746,-73.942895277,BROOKLYN,Hospitals & Clinics,
CALVARY HOSPITAL INC,40.8479383062,-73.8439176564,BRONX,Hospitals & Clinics,
THE MACKOOL EYE INSTITUTE LLC,40.7601015682,-73.916645617,QUEENS,Hospitals & Clinics,
MOUNT SINAI MORNINGSIDE OP,40.8057008865,-73.9614464371,MANHATTAN,Hospitals & Clinics,
LINCOLN MEDICAL & MENTAL HEALTH CENTER,40.8170688541,-73.9245035525,BRONX,Hospitals & Clinics,
JGB REHABILITATION CORP,40.7742880557,-73.9880459319,MANHATTAN,Hospitals & Clinics,
"MIH EXPERIENCE, LTD. OP",40.860088473,-73.9305856121,MANHATTAN,Hospitals & Clinics,
NYC HEALTH+HOSPITALS/SBROOKLYN HLTH OP,40.5757996874,-73.9840677554,BROOKLYN,Hospitals & Clinics,
SBH HEALTH SYSTEM,40.8533700223,-73.8908467235,BRONX,Hospitals & Clinics,
NYU LANGONE HOSPITAL SUFFOLK CD CTR OP,40.7458846055,-73.9815071036,MANHATTAN,Hospitals & Clinics,
"INWOOD DIAGNOSTIC AND TREATMENT CENTER, INC.",40.862072,-73.928177,MANHATTAN,Hospitals & Clinics,
NY MED,40.721569,-73.84848,QUEENS,Hospitals & Clinics,
PUBLIC HEALTH SOLUTIONS FORT GREENE CENTER,40.6917937251,-73.9820437793,BROOKLYN,Hospitals & Clinics,
"MIDTOWN ENDOSCOPY & SURGICAL CENTER, LLC",40.7412431785,-73.9824026254,MANHATTAN,Hospitals & Clinics,
NORTH CENTRAL BRONX HOSPITAL,40.8804682307,-73.8810941706,BRONX,Hospitals & Clinics,
"CENTRAL BROOKLYN DIALYSIS CENTER, LLC",40.6723013316,-73.951415992,BROOKLYN,Hospitals & Clinics,
"HEALTHCARE CHOICES NY, INC. OP",40.6233567352,-73.9929967105,BROOKLYN,Hospitals & Clinics,
NY ENDOVASCULAR CENTER LLC,40.7950732875,-73.932412867,MANHATTAN,Hospitals & Clinics,
NEXT STEPS NORTH OP 1,40.8459168556,-73.8407638238,BRONX,Hospitals & Clinics,
UPPER WEST SIDE ENDOSCOPY,40.7801461861,-73.982211335,MANHATTAN,Hospitals & Clinics,
JAMAICA HOSPITAL MEDICAL CENTER,40.701412,-73.816299,QUEENS,Hospitals & Clinics,
"ROCKAWAYS ASC DEVELOPMENT, LLC",40.5831526115,-73.8266484978,QUEENS,Hospitals & Clinics,
QUEENS-LONG ISLAND RENAL INSTITUTE,40.7556150336,-73.7075390085,QUEENS,Hospitals & Clinics,
PARSONS COMMUNICARE CLINIC,40.704091,-73.800269,QUEENS,Hospitals & Clinics,
CONEY ISLAND HOSPITAL,40.5856468622,-73.9648672043,BROOKLYN,Hospitals & Clinics,
WOODHULL MEDICAL & MENTAL HEALTH CENTER,40.6995844886,-73.9423894861,BROOKLYN,Hospitals & Clinics,
LA CLINICA DEL BARRIO,40.7982050445,-73.9326679452,MANHATTAN,Hospitals & Clinics,
THE BRONX CENTER FOR RENAL DIALYSIS,40.8267391458,-73.860849911,BRONX,Hospitals & Clinics,
"SCAN-HARBOR, INC. OP",40.7876445888,-73.9423247629,MANHATTAN,Hospitals & Clinics,
CHI NEW YORK OP,40.7835201071,-73.9538109723,MANHATTAN,Hospitals & Clinics,
HASC DIAGNOSTIC & TREATMENT CENTER INC,40.6196606299,-73.9610024527,BROOKLYN,Hospitals & Clinics,
"PERRY AVENUE FAMILY MEDICAL CENTER, INC.",40.8729657077,-73.8792784126,BRONX,Hospitals & Clinics,
"KIPS BAY ENDOSCOPY CENTER, LLC",40.7422128839,-73.9781009697,MANHATTAN,Hospitals & Clinics,
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,40.6995844886,-73.9423894861,BROOKLYN,Hospitals & Clinics,
PELHAM PHYSICAL MEDICINE INC,40.8560045271,-73.8553218304,BRONX,Hospitals & Clinics,
UNION COMMUNITY HEALTH CENTER,40.8606453864,-73.8959742566,BRONX,Hospitals & Clinics,
PLANNED PARENTHOOD MARGARET SANGER CENTER,40.7254085812,-73.9936432846,MANHATTAN,Hospitals & Clinics,
CORONA CHILD HEALTH CLINIC,40.743779,-73.858429,QUEENS,Hospitals & Clinics,
"AAA HEALTH, INC. OP",40.6310040292,-73.9667552541,BROOKLYN,Hospitals & Clinics,
"T.R.I. CENTER, INC. OP",40.7506917682,-73.9845371278,MANHATTAN,Hospitals & Clinics,
"SILVER LAKE SUPPORT SERVICES, INC. OP",40.6320720918,-74.0960153425,STATEN ISLAND,Hospitals & Clinics,
DITMAS PARK DIALYSIS CENTER,40.640249452,-73.9576684774,BROOKLYN,Hospitals & Clinics,
MOSHENYAT GASTROENTEROLOGY CENTER,40.6141709583,-73.9546162822,BROOKLYN,Hospitals & Clinics,
DORAL DIALYSIS CENTER,40.670525153,-73.9067667448,BROOKLYN,Hospitals & Clinics,
SHEEPSHEAD BAY SURGERY CENTER,40.606248427,-73.9523487197,BROOKLYN,Hospitals & Clinics,
EMES VISION CENTER LLC,40.6293808368,-73.987517361,BROOKLYN,Hospitals & Clinics,
WOODSIDE HOUSES CHILD HEALTH CLINIC,40.754215,-73.910487,QUEENS,Hospitals & Clinics,
"SOUTH RICHMOND HILL RECOVERY, LLC OP",40.6796892145,-73.8501928112,QUEENS,Hospitals & Clinics,
ROCKEFELLER UNIVERSITY HOSPITAL,40.7629136004,-73.9563756902,MANHATTAN,Hospitals & Clinics,
CHOICES WOMEN'S MEDICAL CENTER INC,40.7015475738,-73.8065952987,QUEENS,Hospitals & Clinics,
"NEW YORK SURGERY CENTER QUEENS, LLC",40.7586580505,-73.9122248593,QUEENS,Hospitals & Clinics,
BELLEVUE HOSPITAL CENTER,40.7392535154,-73.9754888728,MANHATTAN,Hospitals & Clinics,
ROCKAWAY DIALYSIS,40.6004940633,-73.7541059382,QUEENS,Hospitals & Clinics,
BROOKDALE HOSPITAL MEDICAL CENTER,40.654958824,-73.9124201195,BROOKLYN,Hospitals & Clinics,
RUMC-BAYLEY SETON,40.6227463361,-74.075357408,STATEN ISLAND,Hospitals & Clinics,
"DIALYZE DIRECT NY, LLC",40.6318795859,-73.9849126889,BROOKLYN,Hospitals & Clinics,
EAST SIDE ENDOSCOPY AND PAIN MANAGEMENT CENTER,40.7368457788,-73.9810472481,MANHATTAN,Hospitals & Clinics,
NEWYORK-PRESBYTERIAN BROOKLYN METHODIST HOSPITAL,40.6678206134,-73.9791087991,BROOKLYN,Hospitals & Clinics,
JEWISH BOARD - FAMILY/CHILD SRVCS OP,40.7516595115,-73.9895349508,MANHATTAN,Hospitals & Clinics,
ALEGRIA HEALTH AND WELLNESS,40.8304082549,-73.9065314356,BRONX,Hospitals & Clinics,
ODA PRIMARY HEALTH CARE CENTER,40.6989152368,-73.9598627934,BROOKLYN,Hospitals & Clinics,
EMPIRE STATE AMBULATORY SURGERY CENTER,40.8727444136,-73.8747265708,BRONX,Hospitals & Clinics,
CARE FOR THE HOMELESS,40.8506120859,-73.9106891703,BRONX,Hospitals & Clinics,
"PBGS, LLC",40.6897481426,-73.9822875621,BROOKLYN,Hospitals & Clinics,
HOSPITAL FOR SPECIAL SURGERY,40.7650577987,-73.9525611611,MANHATTAN,Hospitals & Clinics,
"LOWER EAST SIDE SERVICE CENTER, INC OP",40.7070916816,-74.0077970613,MANHATTAN,Hospitals & Clinics,
MANHATTANVILLE/ST. NICHOLAS HOUSES CHILD HEALTH CARE CENTER,40.8112769954,-73.9496577552,MANHATTAN,Hospitals & Clinics,
CASSENA KIDNEY CARE AT WORKMEN'S CIRCLE,40.874197447,-73.8374538046,BRONX,Hospitals & Clinics,
HEALTHMED DIAGNOSTIC & TREATMENT CENTER,40.7117325504,-73.7693439246,QUEENS,Hospitals & Clinics,
BELLEVUE HOSPITAL CENTER (HHC) OP,40.7392535154,-73.9754888728,MANHATTAN,Hospitals & Clinics,
"VERTEX , LLC OP",40.8738378119,-73.8561469167,BRONX,Hospitals & Clinics,
ALCOHOLISM & SUB. ABUSE TREATMENT OP,40.8253981832,-73.9469230766,MANHATTAN,Hospitals & Clinics,
ASIAN AMERICAN RECOVERY SVCS OP,40.7103252055,-73.9903889362,MANHATTAN,Hospitals & Clinics,
HEALTH CENTER AT TREMONT,40.8440896433,-73.894151457,BRONX,Hospitals & Clinics,
"BOWERY RESIDENTS' COMMITTEE, INC. OP",40.7449233249,-73.9930422563,MANHATTAN,Hospitals & Clinics,
SUCCESS COUNSELING SERVICES OP,40.8388777543,-73.9253429037,BRONX,Hospitals & Clinics,
GATEWAY DIALYSIS CENTER,40.6428236988,-73.8991372702,BROOKLYN,Hospitals & Clinics,
FORTUNE SOCIETY OP,40.7503767241,-73.934604899,QUEENS,Hospitals & Clinics,
MID-BRONX ENDOSCOPY CENTER,40.8544063702,-73.9095749964,BRONX,Hospitals & Clinics,
BRONX HEALTH CENTER,40.8149815064,-73.924986483,BRONX,Hospitals & Clinics,
BROWNSVILLE MULTI-SERVICE FAMILY HEALTH CENTER,40.6653543133,-73.909947243,BROOKLYN,Hospitals & Clinics,
GRAMERCY PARK DIGESTIVE DISEASE CENTER,40.7382507117,-73.9881772941,MANHATTAN,Hospitals & Clinics,
CITADEL RENAL CENTER LLC,40.8682133163,-73.9021520528,BRONX,Hospitals & Clinics,
APEX EYE SURGERY CENTER,40.6864362943,-73.8374737637,QUEENS,Hospitals & Clinics,
HOMECREST CHILD HEALTH CLINIC,40.6012335073,-73.9443685412,BROOKLYN,Hospitals & Clinics,
JUDSON HEALTH CENTER,40.7215403694,-73.9958743138,MANHATTAN,Hospitals & Clinics,
EYE SURGERY CENTER OF NEW YORK,40.8749292482,-73.8857547828,BRONX,Hospitals & Clinics,
BLISS-POSTON THE SECOND WIND INC. OP,40.7399950869,-73.9891268702,MANHATTAN,Hospitals & Clinics,
"QUEENS ENDOSCOPY ASC, LLC",40.773457,-73.792709,QUEENS,Hospitals & Clinics,
"SOUTH RICHMOND HILL RECOVERY, LLC OP 2",40.6796892145,-73.8501928112,QUEENS,Hospitals & Clinics,
"NEW YORK GI CENTER, LLC",40.8527944854,-73.8369947403,BRONX,Hospitals & Clinics,
"GOLDSTEP AMBULATORY SURGERY CENTER, LLC",40.636463444,-73.9477110796,BROOKLYN,Hospitals & Clinics,
ROBERTO CLEMENTE HEALTH CENTER,40.7293011933,-73.9799166282,MANHATTAN,Hospitals & Clinics,
GREATER NEW YORK ENDOSCOPY SURGICAL CENTER,40.5841842524,-73.9458047272,BROOKLYN,Hospitals & Clinics,
NYU LANGONE HOSPITAL - JOSEPH S. AND DIANE H. STEINBERG AMBULATORY CARE CENTER,40.6906617957,-73.9975366239,BROOKLYN,Hospitals & Clinics,
THE CHILDREN'S HEALTH CENTER OF THE NEW YORK FOUNDLING,40.8063201939,-73.9208864054,BRONX,Hospitals & Clinics,
"QUEENS DIALYSIS AT THE PAVILION, LLC",40.7641449769,-73.8227919821,QUEENS,Hospitals & Clinics,
FOOT CLINICS OF NY,40.804981412,-73.940336471,MANHATTAN,Hospitals & Clinics,
IDCC HEALTH SERVICES,40.6058024013,-73.9837702872,BROOKLYN,Hospitals & Clinics,
A FRIENDLY FACE AKADEMY CORP,40.6016891237,-74.1626289601,STATEN ISLAND,Hospitals & Clinics,
METRO COMMUNITY HEALTH CENTER BRONX,40.838833,-73.882599,BRONX,Hospitals & Clinics,
COMPREHENSIVE CD PROGRAM OP,40.7178808118,-73.8045202015,QUEENS,Hospitals & Clinics,
PARCARE COMMUNITY HEALTH NETWORK,40.6967123318,-73.9592553728,BROOKLYN,Hospitals & Clinics,
PROJECT CONTACT OP,40.7139822409,-73.9883450813,MANHATTAN,Hospitals & Clinics,
L'REFUAH MEDICAL & REHABILITATION CENTER,40.6407205683,-73.9853733769,BROOKLYN,Hospitals & Clinics,
KINGSBROOK JEWISH MEDICAL VILLAGE,40.6594027375,-73.9337554364,BROOKLYN,Hospitals & Clinics,
BRONX DIALYSIS CENTER,40.8450856457,-73.8459923357,BRONX,Hospitals & Clinics,
"NEW YORK RENAL ASSOCIATES, INC",40.8306493897,-73.9082636462,BRONX,Hospitals & Clinics,
START TREATMENT & RECOVERY CENTERS,40.6835338772,-73.9656597901,BROOKLYN,Hospitals & Clinics,
NORTH QUEENS SURGICAL CENTER,40.7548916095,-73.7824744231,QUEENS,Hospitals & Clinics,
GARDEN CITY TREATMENT CENTER OP,40.7507367042,-73.7107270999,QUEENS,Hospitals & Clinics,
SURGICARE OF WESTSIDE,40.7646202592,-73.9902701454,MANHATTAN,Hospitals & Clinics,
HILLSIDE POLYMEDIC DIAGNOSTIC AND TREATMENT CENTER,40.7148131604,-73.7740888799,QUEENS,Hospitals & Clinics,
"THE PAC PROGRAM OF THE BRONX, INC OP",40.7521463305,-73.9906772759,MANHATTAN,Hospitals & Clinics,
VIDA NUEVA OP,40.8467599418,-73.9042386956,BRONX,Hospitals & Clinics,
"ENDOSCOPIC AMBULATORY SPECIALTY CENTER OF BAY RIDGE, INC.",40.6297951641,-74.0251172531,BROOKLYN,Hospitals & Clinics,
BROOKLYN PLAZA MEDICAL CENTER,40.6867557632,-73.9761798068,BROOKLYN,Hospitals & Clinics,
CHELSEA OP,40.7207752021,-74.0047203554,MANHATTAN,Hospitals & Clinics,
HARLEM EAST LIFE PLAN (HELP) OP,40.8006766552,-73.9355036793,MANHATTAN,Hospitals & Clinics,
PHYSICIANS CHOICE SURGICENTER,40.6673257559,-73.8517842242,QUEENS,Hospitals & Clinics,
PROJECT OUTREACH OP,40.7507367042,-73.7107270999,QUEENS,Hospitals & Clinics,
W HEALTH CENTER,40.7055120654,-73.9599899009,BROOKLYN,Hospitals & Clinics,
CHARLES B WANG COMMUNITY HEALTH CENTER INC,40.7173213623,-73.9999353064,MANHATTAN,Hospitals & Clinics,
"T.R.I. CENTER, INC. OP 2",40.7506917682,-73.9845371278,MANHATTAN,Hospitals & Clinics,
MONTEFIORE MED CENTER - JACK D WEILER HOSP OF A EINSTEIN COLLEGE DIV,40.8489991116,-73.8461456929,BRONX,Hospitals & Clinics,
NORTH CENTRAL BRONX HOSPITAL,40.8804682307,-73.8810941706,BRONX,Hospitals & Clinics,
JONATHAN WILLIAMS HOUSES CHILD HEALTH CLINIC,40.7154910845,-73.9562516921,BROOKLYN,Hospitals & Clinics,
NEW YORK EYE AND EAR INFIRMARY OF MOUNT SINAI,40.7318833184,-73.9846008141,MANHATTAN,Hospitals & Clinics,
"GASTROENTEROLOGY CARE, INC",40.6016541607,-73.9945745371,BROOKLYN,Hospitals & Clinics,
REACH PROGRAM OP,40.6835338772,-73.9656597901,BROOKLYN,Hospitals & Clinics,
MOSES MEDICAL,40.8204579046,-73.900601297,BRONX,Hospitals & Clinics,
"CAMELOT OF STATEN ISLAND, INC. OP 1",40.5334736663,-74.2364582291,STATEN ISLAND,Hospitals & Clinics,
"SAMARITAN DAYTOP HEALTH, INC.",40.8155830638,-73.9196397401,BRONX,Hospitals & Clinics,
MAIMONIDES MEDICAL CENTER,40.6396953228,-73.998956759,BROOKLYN,Hospitals & Clinics,
SUMNER AVENUE HOUSES CHILD HEALTH CLINIC,40.6981964985,-73.9405486424,BROOKLYN,Hospitals & Clinics,
"T.R.I. CENTER, INC. OP 1",40.7506917682,-73.9845371278,MANHATTAN,Hospitals & Clinics,
AVICENNA ASC,40.8584179,-73.8836906034,BRONX,Hospitals & Clinics,
BEDFORD MEDICAL FAMILY HEALTH CENTER INC,40.7035428631,-73.9620852918,BROOKLYN,Hospitals & Clinics,
HARLEM HOSPITAL CTR (HHC) OP,40.8147756996,-73.9396469124,MANHATTAN,Hospitals & Clinics,
COUNSELING SERVICE OF E.D.N.Y. OP 3,40.6934879413,-73.9914153174,BROOKLYN,Hospitals & Clinics,
BAY RIDGE SURGI-CENTER,40.6307380569,-74.0257533279,BROOKLYN,Hospitals & Clinics,
NEW YORK PREVENTIVE HEALTH CENTER,40.7220672838,-73.8506111679,QUEENS,Hospitals & Clinics,
"REALIZATION CENTER, INC. OP 1",40.736171491,-73.9914561927,MANHATTAN,Hospitals & Clinics,
URBAN STRATEGIES/BROOKDALE FAMILY CARE CENTER,40.6766794952,-73.9084353178,BROOKLYN,Hospitals & Clinics,
COMMUNITY HEALTH INITIATIVES INC.,40.5772357174,-73.9822797742,BROOKLYN,Hospitals & Clinics,
GREENWICH HOUSE METHADONE,40.7260918908,-73.9968209362,MANHATTAN,Hospitals & Clinics,
BROOKLYN DIALYSIS CENTER,40.6786810689,-73.9596310438,BROOKLYN,Hospitals & Clinics,
THE BIRTHING CENTER OF NY INC,40.637569557,-74.0258467963,BROOKLYN,Hospitals & Clinics,
CROWN HEIGHTS CHILD HEALTH CLINIC,40.6733214049,-73.9358398341,BROOKLYN,Hospitals & Clinics,
CASSENA KIDNEY CARE AT MORNINGSIDE,40.8566223002,-73.8594867979,BRONX,Hospitals & Clinics,
PROJECT RENEWAL CHEMICAL DEPENDENCE OP,40.7282662262,-74.0047943661,MANHATTAN,Hospitals & Clinics,
MORRIS HEIGHTS HEALTH CENTER,40.8548458316,-73.9101557736,BRONX,Hospitals & Clinics,
NEW YORK-PRESBYTERIAN/LOWER MANHATTAN HOSPITAL,40.7103015077,-74.0049525399,MANHATTAN,Hospitals & Clinics,
"REALITY HOUSE, INC. OP",40.7727210202,-73.931896915,QUEENS,Hospitals & Clinics,
SAMARITAN DAYTOP VILLAGE/HARLEM OP 1,40.7083682544,-73.818738292,QUEENS,Hospitals & Clinics,
TREMONT COMMUNITY HEALTH CENTER OF EXCELLENCE,40.8478939224,-73.9000789655,BRONX,Hospitals & Clinics,
UNIVERSITY HOSPITAL OF BROOKLYN,40.6550862385,-73.9449124358,BROOKLYN,Hospitals & Clinics,
PREMIER HEALTHCARE D & T CENTER,40.7497573329,-73.9731649758,MANHATTAN,Hospitals & Clinics,
SUTTER AVENUE CHILD HEALTH CLINIC,40.6721965163,-73.8781182821,BROOKLYN,Hospitals & Clinics,
LINCOLN MEDICAL AND MENTAL HEALTH CENTER,40.8170688541,-73.9245035525,BRONX,Hospitals & Clinics,
BRONXCARE HOSPITAL CENTER,40.831414662,-73.9032204674,BRONX,Hospitals & Clinics,
"COMPREHENSIVE HEALTH CARE & REHABILITATION SERVICES, LLC",40.7002315736,-73.925396391,BROOKLYN,Hospitals & Clinics,
SEGUNDO RUIZ BELVIS DIAGNOSTIC & TREATMENT CENTER,40.8102158703,-73.918450963,BRONX,Hospitals & Clinics,
"CARNEGIE HILL ENDOSCOPY, LLC",40.7870559344,-73.9505451117,MANHATTAN,Hospitals & Clinics,
MOUNTAINSIDE HUNTINGTON OUTPATIENT OP,40.7420071174,-73.9995465283,MANHATTAN,Hospitals & Clinics,
LONG ISLAND JEWISH MEDICAL CENTER OP,40.7507367042,-73.7107270999,QUEENS,Hospitals & Clinics,
GOUVERNEUR DIAGNOSTIC AND TREATMENT CENTER,40.713181849,-73.9878677227,MANHATTAN,Hospitals & Clinics,
EAST HARLEM COUNCIL FOR HUMAN SERVICES INC,40.8024264931,-73.9363398829,MANHATTAN,Hospitals & Clinics,
NOVO DIALYSIS JAMAICA,40.7166536989,-73.741218293,QUEENS,Hospitals & Clinics,
CARE COUNSELING CENTER LLC OP,40.803322197,-73.9534220052,MANHATTAN,Hospitals & Clinics,
ALCOHOLISM TREATMENT PROGRAM OP,40.6950805049,-73.9766412071,BROOKLYN,Hospitals & Clinics,
A MERRYLAND HEALTH CENTER,40.5772095896,-73.98459216,BROOKLYN,Hospitals & Clinics,
BUSHWICK COMMUNICARE,40.6946943189,-73.918711338,BROOKLYN,Hospitals & Clinics,
PEAKPOINT FLATIRON SURGERY CENTER,40.743019621,-73.9897743625,MANHATTAN,Hospitals & Clinics,
GENESIS DOB OUTPATIENT OP,40.6520199889,-74.0046654206,BROOKLYN,Hospitals & Clinics,
CENTER FOR HEARING AND COMMUNICATION,40.706240596,-74.0124343251,MANHATTAN,Hospitals & Clinics,
ROOSEVELT COMMUNITY HEALTH CENTER OF EXCELLENCE,40.7472002848,-73.8944250349,QUEENS,Hospitals & Clinics,
BROOKLYN BIRTHING CENTER,40.6084277393,-73.9527370297,BROOKLYN,Hospitals & Clinics,
MAIN STREET RADIOLOGY AT BAYSIDE LLC,40.7687948254,-73.7913333473,QUEENS,Hospitals & Clinics,
METROPOLITAN HOSPITAL CENTER,40.7850865334,-73.9450268754,MANHATTAN,Hospitals & Clinics,
EAST NY DIAGNOSTIC & TREATMENT CENTER,40.6716804289,-73.8952032499,BROOKLYN,Hospitals & Clinics,
DYCKMAN CLINICA DE LAS AMERICAS,40.8611683628,-73.9241015361,MANHATTAN,Hospitals & Clinics,
GENESIS RENAL CARE,40.7082098244,-73.8625620421,QUEENS,Hospitals & Clinics,
NEW ALTERNATIVES FOR CHILDREN INC,40.7630147539,-73.9812283448,MANHATTAN,Hospitals & Clinics,
AIDS HEALTHCARE FOUNDATION,40.8199818739,-73.9221957147,BRONX,Hospitals & Clinics,
SMITH COMMUNICARE HEALTH CENTER,40.7116620829,-73.997321439,MANHATTAN,Hospitals & Clinics,
DOWNTOWN BRONX ASC,40.8253066212,-73.9117534019,BRONX,Hospitals & Clinics,
MOUNTAINSIDE CHAPPAQUA OP,40.7420071174,-73.9995465283,MANHATTAN,Hospitals & Clinics,
SILBERSTEIN CLINIC OP2,40.6357092184,-74.1057876997,STATEN ISLAND,Hospitals & Clinics,
HENRY J. CARTER SPECIALTY HOSPITAL,40.8030040634,-73.941112919,MANHATTAN,Hospitals & Clinics,
NEWYORK-PRESBYTERIAN/QUEENS,40.7471760099,-73.8251499837,QUEENS,Hospitals & Clinics,
"BRIDGING ACCESS TO CARE, INC. OP",40.6507808141,-73.9567819058,BROOKLYN,Hospitals & Clinics,
SOUTH QUEENS COMMUNITY HEALTH CENTER,40.688355,-73.785929,QUEENS,Hospitals & Clinics,
"ALPHA AMBULATORY SURGERY CENTER, LLC",40.7629607374,-73.96893633,MANHATTAN,Hospitals & Clinics,
STATEN ISLAND ARTIFICIAL KIDNEY CENTER,40.6103388288,-74.1605819016,STATEN ISLAND,Hospitals & Clinics,
"SAMARITAN DAYTOP VILLAGE, INC. OP",40.7083682544,-73.818738292,QUEENS,Hospitals & Clinics,
"SMILE NEW YORK OUTREACH, LLC",40.8393923984,-73.885395922,BRONX,Hospitals & Clinics,
CONEY ISLAND HOSPITAL,40.5856468622,-73.9648672043,BROOKLYN,Hospitals & Clinics,
BRONX OUTREACH CENTER OP,40.7083682544,-73.818738292,QUEENS,Hospitals & Clinics,
BROOKLYN GARDENS DIALYSIS CENTER,40.6788860763,-73.9257292391,BROOKLYN,Hospitals & Clinics,
RIDGEWOOD DIALYSIS CENTER,40.7070911124,-73.9143926552,QUEENS,Hospitals & Clinics,
NEW YORK CITY DEPARTMENT OF HEALTH AND MENTAL HYGIENE,40.6917937251,-73.9820437793,BROOKLYN,Hospitals & Clinics,
UNITED WIRE METAL & MACHINE MEDICAL CENTER,40.7562617046,-73.9361726416,QUEENS,Hospitals & Clinics,
NEW YORK MEDICAL AND DIAGNOSTIC CENTER,40.7131120051,-73.8301772561,QUEENS,Hospitals & Clinics,
"BRONXCARE DR. MARTIN LUTHER KING, JR. HEALTH CENTER",40.831414662,-73.9032204674,BRONX,Hospitals & Clinics,
BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,40.6906384129,-73.977890749,BROOKLYN,Hospitals & Clinics,
"FLUSHING ENDOSCOPY CENTER, LLC",40.7594066907,-73.8296784843,QUEENS,Hospitals & Clinics,
NORTHWELL GREENWICH VILLAGE HOSPITAL,40.7377276571,-74.0008651872,MANHATTAN,Hospitals & Clinics,
BLEULER CD RECOVERY SERVICES OP,40.7229622802,-73.8484068808,QUEENS,Hospitals & Clinics,
MELROSE HOUSES CHILD HEALTH CLINIC,40.8210290706,-73.9180023069,BRONX,Hospitals & Clinics,
JOURNEYS OP,40.6445598567,-73.9907879598,BROOKLYN,Hospitals & Clinics,
NEW YORK-PRESBYTERIAN DAVID H. KOCH CENTER,40.7648587001,-73.9558645771,MANHATTAN,Hospitals & Clinics,
WYCKOFF HEIGHTS MEDICAL CENTER,40.7041163281,-73.9176847758,BROOKLYN,Hospitals & Clinics,
ELEANOR ROOSEVELT HOUSES CHILD HEALTH CLINIC,40.6936167378,-73.9352073887,BROOKLYN,Hospitals & Clinics,
UPPER ROOM AIDS MINISTRY ADHC,40.8077654664,-73.9469401944,MANHATTAN,Hospitals & Clinics,
WILLIAMSBURG HEALTH CENTER,40.7120661668,-73.9443239304,BROOKLYN,Hospitals & Clinics,
SETTLEMENT HEALTH,40.7909131731,-73.9441871482,MANHATTAN,Hospitals & Clinics,
DAMIAN FAMILY CARE CENTER,40.7021939542,-73.8150653384,QUEENS,Hospitals & Clinics,
BROOKDALE FAMILY CARE CENTER INC,40.6675739519,-73.869560926,BROOKLYN,Hospitals & Clinics,
JAMAICA FAMILY CENTER-CD OP,40.7152762988,-73.8306147154,QUEENS,Hospitals & Clinics,
EAST NEW YORK DIAGNOSTIC & TREATMENT CENTER,40.6716804289,-73.8952032499,BROOKLYN,Hospitals & Clinics,
FAMILIES/INDIVIDUALS IN RECOVERY OP,40.7872082898,-73.9745028315,MANHATTAN,Hospitals & Clinics,
HSS ASC OF MANHATTAN,40.7641796467,-73.9621462604,MANHATTAN,Hospitals & Clinics,
MIDTOWN SURGERY CENTER,40.7633451118,-73.9618871003,MANHATTAN,Hospitals & Clinics,
QUEENS BOULEVARD EXTENDED CARE FACILITY DIALYSIS CENTER,40.7417023133,-73.902992407,QUEENS,Hospitals & Clinics,
TRIBOROUGH AMBULATORY SURGERY CENTER,40.8502070025,-73.8934989281,BRONX,Hospitals & Clinics,
ST. MARK'S PLACE INSTITUTE FOR MH OP,40.7283135354,-73.9863895387,MANHATTAN,Hospitals & Clinics,
"CHILD CENTER OF NY, INC. OP",40.7152762988,-73.8306147154,QUEENS,Hospitals & Clinics,
MANHATTAN SURGERY CENTER,40.7691348075,-73.9936679444,MANHATTAN,Hospitals & Clinics,
HARLEM EAST LIFE PLAN,40.8006766552,-73.9355036793,MANHATTAN,Hospitals & Clinics,
STATEN ISLAND YMCA CNSLING SERVICE OP,40.7711240524,-73.9805186045,MANHATTAN,Hospitals & Clinics,
NEXT STEPS SOUTH OP,40.8459168556,-73.8407638238,BRONX,Hospitals & Clinics,
THE DERFNER FOUNDATION AMBULATORY SURGERY CENTER,40.7890742191,-73.9538383867,MANHATTAN,Hospitals & Clinics,
U.S. RENAL CARE SOUTH FLUSHING DIALYSIS,40.7292799324,-73.810348304,QUEENS,Hospitals & Clinics,
