name,latitude,longitude,boro,category,factype
BATTALION 54/ENGINE 317/LADDER 165,40.6931262663,-73.7555532394,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 229/LADDER 146,40.7186134492,-73.9490122982,BROOKLYN,Other Emergency Services,FIREHOUSE
BRONX BOROUGH COMMAND,40.8463794349,-73.8992207627,BRONX,Other Emergency Services,FIREHOUSE
ENGINE 263/LADDER 117,40.768275,-73.908804,QUEENS,Other Emergency Services,FIREHOUSE
EMS STATION 3/HAVEMEYER GARDEN,40.817822,-73.844073,BRONX,Other Emergency Services,AMBULANCE STATION
ENGINE 266,40.5863717437,-73.8163101302,QUEENS,Other Emergency Services,FIREHOUSE
CONEY ISLAND HOSPITAL/EMS 43,40.585646,-73.964869,BROOKLYN,Other Emergency Services,AMBULANCE STATION
BELVUE HOSP/OCME/EMS STATION 8,40.738747,-73.975343,MANHATTAN,Other Emergency Services,AMBULANCE STATION
ENGINE 224,40.6931200981,-73.9971733739,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 159,40.5906857455,-74.1005693403,STATEN ISLAND,Other Emergency Services,FIREHOUSE
ENGINE 73/LADDER 42,40.8152525757,-73.9037717166,BRONX,Other Emergency Services,FIREHOUSE
ENGINE 318/LADDER 166,40.5777666886,-73.9929907614,BROOKLYN,Other Emergency Services,FIREHOUSE
EMS STATION 13,40.842592,-73.935335,MANHATTAN,Other Emergency Services,AMBULANCE STATION
ENGINE 59/LADDER 30,40.81334732,-73.9424382286,MANHATTAN,Other Emergency Services,FIREHOUSE
ENGINE 236,40.6776636186,-73.8727762443,BROOKLYN,Other Emergency Services,FIREHOUSE
BATTALION 47/ENGINE 265/LADDER 121,40.5935833246,-73.7791619616,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 10/LADDER 10,40.7098416075,-74.0125826938,MANHATTAN,Other Emergency Services,FIREHOUSE
LINCOLN MEDICAL/EMS 14,40.816758,-73.924478,BRONX,Other Emergency Services,AMBULANCE STATION
ENGINE 34/LADDER 21,40.7565463946,-73.9965093818,MANHATTAN,Other Emergency Services,FIREHOUSE
BATTALION 4/ENGINE 15/LADDER 18,40.716529491,-73.9839144104,MANHATTAN,Other Emergency Services,FIREHOUSE
BATTALION 38/ENGINE 234/LADDER 123,40.670475748,-73.9334655261,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 254/LADDER 153,40.5984541249,-73.9619808673,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 14,40.7379657538,-73.9910013495,MANHATTAN,Other Emergency Services,FIREHOUSE
ENGINE 260,40.7597296115,-73.9400162902,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 307/LADDER 154,40.7558073954,-73.8856164586,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 311/LADDER 158,40.6635834877,-73.7598405219,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 4/LADDER 15,40.7037965934,-74.0077241145,MANHATTAN,Other Emergency Services,FIREHOUSE
ENGINE 62/LADDER 32,40.8762596285,-73.8673840422,BRONX,Other Emergency Services,FIREHOUSE
EMS STATION 32,40.678354,-73.990215,BROOKLYN,Other Emergency Services,AMBULANCE STATION
ENGINE 246/LADDER 169,40.5842681095,-73.9593864027,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 168,40.5538440412,-74.2132017663,STATEN ISLAND,Other Emergency Services,FIREHOUSE
ENGINE 156,40.630986645,-74.1167602457,STATEN ISLAND,Other Emergency Services,FIREHOUSE
ENGINE 52/LADDER 52,40.8921372813,-73.9075929676,BRONX,Other Emergency Services,FIREHOUSE
ENGINE 255/LADDER 157,40.6364514654,-73.9506666574,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 268/LADDER 137,40.5807325877,-73.8381113604,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 155/LADDER 78,40.6375518978,-74.0877342455,STATEN ISLAND,Other Emergency Services,FIREHOUSE
ENGINE 43/LADDER 59,40.8546387355,-73.9173124447,BRONX,Other Emergency Services,FIREHOUSE
ENGINE 28/LADDER 11,40.7218615508,-73.9825273005,MANHATTAN,Other Emergency Services,FIREHOUSE
RESCUE 3,40.8412830812,-73.9016667979,BRONX,Other Emergency Services,FIREHOUSE
QUEENS BOROUGH COMMAND,40.7932808746,-73.7763119552,QUEENS,Other Emergency Services,FIREHOUSE
EMS STATION 27,40.896571,-73.868825,BRONX,Other Emergency Services,AMBULANCE STATION
ENGINE 214/LADDER 111,40.6844226817,-73.9357515686,BROOKLYN,Other Emergency Services,FIREHOUSE
BATTALION 48/ENGINE 240,40.6511981388,-73.9754575328,BROOKLYN,Other Emergency Services,FIREHOUSE
DIVISION 6/ENGINE 71/LADDER 55,40.8202847826,-73.9155219249,BRONX,Other Emergency Services,FIREHOUSE
ENGINE 237,40.7053269803,-73.9319055857,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 64/LADDER 47,40.8325735142,-73.8508326218,BRONX,Other Emergency Services,FIREHOUSE
ENGINE 88/LADDER 38,40.8519171708,-73.8878154534,BRONX,Other Emergency Services,FIREHOUSE
ENGINE 165/LADDER 85,40.5760850117,-74.1237605321,STATEN ISLAND,Other Emergency Services,FIREHOUSE
ENGINE 262,40.7675556956,-73.9292459449,QUEENS,Other Emergency Services,FIREHOUSE
DIVISION 13/SQUAD 270,40.6953032239,-73.825892878,QUEENS,Other Emergency Services,FIREHOUSE
BATTALION 50/ENGINE 298/LADDER 127,40.7076009349,-73.8041716099,QUEENS,Other Emergency Services,FIREHOUSE
EMS STATION 52,40.760204,-73.831968,QUEENS,Other Emergency Services,AMBULANCE STATION
EMS STATION 58/DIVISION 3,40.642511,-73.917955,BROOKLYN,Other Emergency Services,AMBULANCE STATION
ENGINE 84/LADDER 34,40.8359245487,-73.940942403,MANHATTAN,Other Emergency Services,FIREHOUSE
ENGINE 23,40.7667789752,-73.9803101242,MANHATTAN,Other Emergency Services,FIREHOUSE
BATTALION 12/ENGINE 35/LADDER 14,40.8033122414,-73.9365241841,MANHATTAN,Other Emergency Services,FIREHOUSE
ENGINE 247,40.6280296633,-73.9977282263,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 228,40.6518310418,-74.0052971807,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 220/LADDER 122,40.6648811264,-73.9815129186,BROOKLYN,Other Emergency Services,FIREHOUSE
BATTALION 14/ENGINE 60/LADDER 17,40.8131824638,-73.9221219575,BRONX,Other Emergency Services,FIREHOUSE
HARLEM HOSPITAL/EMS STATION 16,40.814294,-73.938993,MANHATTAN,Other Emergency Services,AMBULANCE STATION
ENGINE 21,40.7486724331,-73.9740055945,MANHATTAN,Other Emergency Services,FIREHOUSE
ENGINE 297/LADDER 130,40.7850036947,-73.8480794381,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 38/LADDER 51,40.8780133546,-73.8464856798,BRONX,Other Emergency Services,FIREHOUSE
ENGINE 241/LADDER 109,40.6381623467,-74.0251388894,BROOKLYN,Other Emergency Services,FIREHOUSE
EMS STATION 54,40.678523,-73.746674,QUEENS,Other Emergency Services,AMBULANCE STATION
ENGINE 332/LADDER 175,40.6754864594,-73.8926271377,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 16/LADDER 7,40.7416988867,-73.9788796256,MANHATTAN,Other Emergency Services,FIREHOUSE
DIVISION 14/ENGINE 324,40.7379558826,-73.851967657,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 82/LADDER 31,40.8285890264,-73.8953108056,BRONX,Other Emergency Services,FIREHOUSE
SQUAD 18,40.734442699,-74.0003595206,MANHATTAN,Other Emergency Services,FIREHOUSE
BATTALION 52/ENGINE 274,40.7625040317,-73.8127834317,QUEENS,Other Emergency Services,FIREHOUSE
EMS STATION 40,40.642038,-74.005931,BROOKLYN,Other Emergency Services,AMBULANCE STATION
ENGINE 6,40.7099577616,-74.0054043506,MANHATTAN,Other Emergency Services,FIREHOUSE
BATTALION 42/ENGINE 243/LADDER 168,40.6060565993,-74.0034684832,BROOKLYN,Other Emergency Services,FIREHOUSE
SQUAD 252,40.6886665464,-73.9080768187,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 289/LADDER 138,40.7462193437,-73.8652867765,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 1/LADDER 24,40.7485086945,-73.9911353375,MANHATTAN,Other Emergency Services,FIREHOUSE
ENGINE 67,40.8413004409,-73.9371703726,MANHATTAN,Other Emergency Services,FIREHOUSE
ENGINE 280/LADDER 132,40.6735530475,-73.961611808,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 83/LADDER 29,40.8058471451,-73.9158232365,BRONX,Other Emergency Services,FIREHOUSE
ENGINE 97,40.8593547464,-73.8441668045,BRONX,Other Emergency Services,FIREHOUSE
BATTALION 20/SQUAD 61,40.8450470746,-73.8464084014,BRONX,Other Emergency Services,FIREHOUSE
ENGINE 325/LADDER 163,40.7452831225,-73.9138166789,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 9/LADDER 6,40.7154119488,-73.9928331521,MANHATTAN,Other Emergency Services,FIREHOUSE
ENGINE 151/LADDER 76,40.5127673802,-74.2389571087,STATEN ISLAND,Other Emergency Services,FIREHOUSE
ENGINE 89/LADDER 50,40.8332828919,-73.8270359272,BRONX,Other Emergency Services,FIREHOUSE
BATTALION 28/ENGINE 271/LADDER 124,40.7036691046,-73.9159896648,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 90/LADDER 41,40.8463424336,-73.8668772595,BRONX,Other Emergency Services,FIREHOUSE
ENGINE 329,40.573635,-73.86708,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 230,40.6980776983,-73.9475186464,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 273/LADDER 129,40.7598748326,-73.8265338753,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 55,40.7198441231,-73.9957595307,MANHATTAN,Other Emergency Services,FIREHOUSE
ENGINE 44,40.7715109096,-73.9581175146,MANHATTAN,Other Emergency Services,FIREHOUSE
ENGINE 153/LADDER 77,40.6249737415,-74.0776581596,STATEN ISLAND,Other Emergency Services,FIREHOUSE
BATTALION 58/ENGINE 257/LADDER 170,40.646591421,-73.9036146086,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 309/LADDER 159,40.6152837394,-73.9281744448,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 218,40.6983247214,-73.9265979757,BROOKLYN,Other Emergency Services,FIREHOUSE
BATTALION 22/LADDER 79,40.6344254265,-74.1219949448,STATEN ISLAND,Other Emergency Services,FIREHOUSE
ENGINE 293,40.6885770013,-73.8560337084,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 96/LADDER 54,40.8230332133,-73.8693452328,BRONX,Other Emergency Services,FIREHOUSE
JACOBI MED CTR/49TH PCT/EMS 20,40.855466,-73.84661,BRONX,Other Emergency Services,AMBULANCE STATION
ENGINE 294/LADDER 143,40.6948367703,-73.8462395416,QUEENS,Other Emergency Services,FIREHOUSE
BATTALION 18/ENGINE 45/LADDER 58,40.8419258265,-73.8834603555,BRONX,Other Emergency Services,FIREHOUSE
ENGINE 46/LADDER 27,40.8439039216,-73.9003375965,BRONX,Other Emergency Services,FIREHOUSE
BATTALION 37/ENGINE 222,40.6895430418,-73.9243787892,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 316,40.7623570062,-73.8690980082,QUEENS,Other Emergency Services,FIREHOUSE
METROPOLITAN HOSP./ EMS ST.10,40.785054,-73.94496,MANHATTAN,Other Emergency Services,AMBULANCE STATION
ENGINE 65,40.7550270456,-73.9819324419,MANHATTAN,Other Emergency Services,FIREHOUSE
ENGINE 239,40.6717490922,-73.9871431574,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 227,40.6747826506,-73.9217447312,BROOKLYN,Other Emergency Services,FIREHOUSE
DIVISION 8/ENGINE 160/RESCUE 5,40.6073228283,-74.0892211902,STATEN ISLAND,Other Emergency Services,FIREHOUSE
ENGINE 286/LADDER 135,40.7012415112,-73.886652445,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 42,40.8463539341,-73.9067601122,BRONX,Other Emergency Services,FIREHOUSE
ENGINE 249/LADDER 113,40.6602726335,-73.9531501359,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 284/LADDER 149,40.6199548077,-74.0125287636,BROOKLYN,Other Emergency Services,FIREHOUSE
BATTALION 57/ENGINE 235,40.6851887626,-73.9510722536,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 47,40.8048622628,-73.962993383,MANHATTAN,Other Emergency Services,FIREHOUSE
ENGINE 81/LADDER 46,40.876972188,-73.9037174848,BRONX,Other Emergency Services,FIREHOUSE
ENGINE 226,40.6871387674,-73.9827146293,BROOKLYN,Other Emergency Services,FIREHOUSE
BATTALION 40/ENGINE 201/LADDER 114,40.645403635,-74.0132175808,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 167/LADDER 87,40.5542126283,-74.1754760406,STATEN ISLAND,Other Emergency Services,FIREHOUSE
EMS ST.  45/RADIO REPAIR SHOP,40.734667,-73.907187,QUEENS,Other Emergency Services,AMBULANCE STATION
ELMHURST HOSPITAL CNTER/EMS 46,40.745121,-73.885641,QUEENS,Other Emergency Services,AMBULANCE STATION
ENGINE 158,40.6352719117,-74.1599559062,STATEN ISLAND,Other Emergency Services,FIREHOUSE
MARINE BATTLION/MARINE 6,40.702258,-73.972767,BROOKLYN,Other Emergency Services,FIREHOUSE
BATTALION 46/ENGINE 287/LADDER 136,40.7364518085,-73.8788487606,QUEENS,Other Emergency Services,FIREHOUSE
BATTALION 33/ENGINE 276/LADDER 156,40.6093881021,-73.9590568101,BROOKLYN,Other Emergency Services,FIREHOUSE
BATTALION 10/ENGINE 22/LADDER 13,40.7787033991,-73.9552280946,MANHATTAN,Other Emergency Services,FIREHOUSE
MANHATTAN BOROUGH COMMAND/BATTALION 1/ENGINE 7/LADDER 1,40.7153764273,-74.0061958462,MANHATTAN,Other Emergency Services,FIREHOUSE
BATTALION 53/ENGINE 326/LADDER 160,40.7470495609,-73.7560243858,QUEENS,Other Emergency Services,FIREHOUSE
EMS STATION 18,40.841141,-73.901783,BRONX,Other Emergency Services,AMBULANCE STATION
ENGINE 91,40.7938487858,-73.9407451829,MANHATTAN,Other Emergency Services,FIREHOUSE
ENGINE 37/LADDER 40,40.8119771776,-73.9546041773,MANHATTAN,Other Emergency Services,FIREHOUSE
BATTALION 32/ENGINE 202/LADDER 101,40.6803123257,-74.0063447309,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 233/LADDER 176,40.6826874708,-73.911376632,BROOKLYN,Other Emergency Services,FIREHOUSE
RESCUE 2,40.671045378,-73.9188682552,BROOKLYN,Other Emergency Services,FIREHOUSE
BATTALION 44/ENGINE 231/LADDER 120,40.6705814804,-73.9078300899,BROOKLYN,Other Emergency Services,FIREHOUSE
BATTALION 7/ENGINE 3/LADDER 12,40.741178118,-73.9968785389,MANHATTAN,Other Emergency Services,FIREHOUSE
BATTALION 6/LADDER 3,40.7331273192,-73.989435388,MANHATTAN,Other Emergency Services,FIREHOUSE
STATEN ISLAND BOROUGH COMMAND/SQUAD 8,40.5978776231,-74.1804796832,STATEN ISLAND,Other Emergency Services,FIREHOUSE
ENGINE 331/LADDER 173,40.6592476213,-73.8394599832,QUEENS,Other Emergency Services,FIREHOUSE
EMS STATION 59  SOC STORAGE,40.649196,-73.902192,BROOKLYN,Other Emergency Services,AMBULANCE STATION
ENGINE 306,40.7639190988,-73.7697427291,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 206,40.715328173,-73.9282099414,BROOKLYN,Other Emergency Services,FIREHOUSE
LADDER 8,40.7195672024,-74.0066195934,MANHATTAN,Other Emergency Services,FIREHOUSE
ENGINE 291/LADDER 140,40.7131651023,-73.9066434253,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 282/LADDER 148,40.6401996192,-73.9907383083,BROOKLYN,Other Emergency Services,FIREHOUSE
BATTALION 11/ENGINE 76/LADDER 22,40.7965042615,-73.9672121798,MANHATTAN,Other Emergency Services,FIREHOUSE
ENGINE 295/LADDER 144,40.788946914,-73.8160225494,QUEENS,Other Emergency Services,FIREHOUSE
BATTALION 26/ENGINE 50/LADDER 19,40.829734615,-73.9080913037,BRONX,Other Emergency Services,FIREHOUSE
BATTALION 43/ENGINE 245/LADDER 161,40.5766139264,-73.976128784,BROOKLYN,Other Emergency Services,FIREHOUSE
BATTALION 27/ENGINE 79/LADDER 37,40.8702976886,-73.88661539,BRONX,Other Emergency Services,FIREHOUSE
ENGINE 26,40.75314091,-73.9903508254,MANHATTAN,Other Emergency Services,FIREHOUSE
DIVISION 3/LADDER 25,40.7822933408,-73.9797819837,MANHATTAN,Other Emergency Services,FIREHOUSE
BATTALION 8/ENGINE 8/LADDER 2,40.756916647,-73.9705206577,MANHATTAN,Other Emergency Services,FIREHOUSE
ENGINE 314,40.664087601,-73.7407913513,QUEENS,Other Emergency Services,FIREHOUSE
EMS STATION 17,40.834925,-73.92792,BRONX,Other Emergency Services,AMBULANCE STATION
ENGINE 217,40.6926756776,-73.9379821129,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 33/LADDER 9,40.726986738,-73.9925154136,MANHATTAN,Other Emergency Services,FIREHOUSE
ENGINE 264/ENGINE 328/LADDER 134,40.604505,-73.75231,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 163/LADDER 83,40.6152694312,-74.1306929717,STATEN ISLAND,Other Emergency Services,FIREHOUSE
ENGINE 315/LADDER 125,40.7200632089,-73.8077336249,QUEENS,Other Emergency Services,FIREHOUSE
LADDER 102,40.6956072445,-73.9566454332,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 157/LADDER 80,40.6362889892,-74.1353880097,STATEN ISLAND,Other Emergency Services,FIREHOUSE
MARINE 9,40.6299468362,-74.0724186091,STATEN ISLAND,Other Emergency Services,FIREHOUSE
ENGINE 95/LADDER 36,40.86486429,-73.9251347772,MANHATTAN,Other Emergency Services,FIREHOUSE
EMS STATION 44,40.674156,-73.911442,BROOKLYN,Other Emergency Services,AMBULANCE STATION
ENGINE 319,40.7126411636,-73.8749208682,QUEENS,Other Emergency Services,FIREHOUSE
SQUAD 288,40.7260870395,-73.8962677373,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 66/LADDER 61,40.8697368799,-73.8311017923,BRONX,Other Emergency Services,FIREHOUSE
BATTALION 23/ENGINE 162/LADDER 82,40.5431051372,-74.1474053829,STATEN ISLAND,Other Emergency Services,FIREHOUSE
DIVISION 7/ENGINE 48/LADDER 56,40.8592904739,-73.8940156448,BRONX,Other Emergency Services,FIREHOUSE
BATTALION 45/ENGINE 259/LADDER 128,40.7364072744,-73.9332078974,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 302/LADDER 155,40.6740510867,-73.7950598084,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 68/LADDER 49,40.8366667647,-73.9268948526,BRONX,Other Emergency Services,FIREHOUSE
MARINE 1,40.740904,-74.011407,MANHATTAN,Other Emergency Services,FIREHOUSE
G.V.C. LTD. (B2192),40.8382717188,-73.8415246987,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
LEESEL TRANSPORTATION CORP (B2192),40.8885524241,-73.866984781,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
BOBBY`S BUS CO. INC.,40.8164714493,-73.8442600095,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
PRIDE TRANSPORTATION (SCH AGE),40.6548905001,-73.8916741045,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
"RELIANT TRANSPORTATION, INC (B2321)",40.7283295323,-73.9405719705,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
QUALITY TRANSPORTATION CORP.,40.6623627637,-73.8702265373,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
PIONEER TRANSPORTATION CORP,40.5461075175,-74.227755307,STATEN ISLAND,Bus Depots & Terminals,SCHOOL BUS DEPOT
SNT BUS INC,40.825161888,-73.8445141748,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
"BORO TRANSIT, INC.",40.6736487447,-73.897479827,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
LITTLE RICHIE BUS SERVICE,40.6650120702,-73.7826952545,QUEENS,Bus Depots & Terminals,SCHOOL BUS DEPOT
BOBBY`S BUS CO. INC.,40.6650120702,-73.7826952545,QUEENS,Bus Depots & Terminals,SCHOOL BUS DEPOT
"GATX TERMINALS CORP., STATEN ISLAND TERMINAL BERTH NO. 1.",40.6312730004,-74.1999739997,STATEN ISLAND,Bus Depots & Terminals,PORT OR MARINE TERMINAL
G.V.C. LTD. (B2192),40.8150408728,-73.8445183185,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
LEESEL TRANSPORTATION CORP (B2192),40.6590724833,-73.8743072056,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
LORISSA BUS SERVICE INC.,40.6650120702,-73.7826952545,QUEENS,Bus Depots & Terminals,SCHOOL BUS DEPOT
Y & M TRANSIT CORP (B2192),40.6808103899,-73.9052810638,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
LITTLE LISA BUS CO. INC.,40.8552264154,-73.8407862526,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
"RELIANT TRANSPORTATION, INC (B2321)",40.8310571088,-73.8452177573,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
PRIDE TRANSPORTATION (SCH AGE),40.8262487542,-73.8405720336,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
"RELIANT TRANSPORTATION, INC (B2321)",40.6391230982,-74.129050801,STATEN ISLAND,Bus Depots & Terminals,SCHOOL BUS DEPOT
"LORINDA ENTERPRISES, LTD.",40.6650120702,-73.7826952545,QUEENS,Bus Depots & Terminals,SCHOOL BUS DEPOT
PIONEER TRANSPORTATION CORP,40.8229318252,-73.843224286,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
CAREFUL BUS,40.6219076137,-73.974842962,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
"GRANDPA`S BUS CO., INC.",40.8164714493,-73.8442600095,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
JOFAZ TRANSPORTATION INC.,40.6729666523,-74.011446992,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
FIRST STEPS TRANS INC. (B2192),40.8359933598,-73.8773576213,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
LOGAN BUS COMPANY INC.,40.6650120702,-73.7826952545,QUEENS,Bus Depots & Terminals,SCHOOL BUS DEPOT
PHILLIP BUS CORP (B2192),40.6786110539,-74.0142706774,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
"CONSOLIDATED BUS TRANSIT, INC.",40.8214636656,-73.8413623315,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
"RELIANT TRANSPORTATION, INC (B2321)",40.7019618695,-73.7774299879,QUEENS,Bus Depots & Terminals,SCHOOL BUS DEPOT
LITTLE RICHIE BUS SERVICE,40.6890723813,-73.8452363666,QUEENS,Bus Depots & Terminals,SCHOOL BUS DEPOT
"BORO TRANSIT, INC.",40.8214636656,-73.8413623315,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
"GRANDPA`S BUS CO., INC.",40.6650120702,-73.7826952545,QUEENS,Bus Depots & Terminals,SCHOOL BUS DEPOT
L & M BUS CORP (A),40.6556256687,-73.8919785377,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
JOFAZ TRANSPORTATION INC.,40.6806147076,-73.9049903843,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
SNT BUS INC,40.6429379616,-73.9201050499,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
"NEW DAWN TRANSIT, LLC (B2321)",40.6146519418,-73.9049128214,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
"LORINDA ENTERPRISES, LTD.",40.6890723813,-73.8452363666,QUEENS,Bus Depots & Terminals,SCHOOL BUS DEPOT
LOGAN BUS COMPANY INC.,40.8102034182,-73.8849153864,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
LITTLE LISA BUS CO. INC.,40.8102034182,-73.8849153864,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
EMPIRE CHARTER SERVICE INC,40.6720043374,-73.9004256886,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
SNT BUS INC,40.6748255381,-73.9040111232,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
ROSSVILLE MARINE TERMINAL WHARF,40.5557879998,-74.2238819997,STATEN ISLAND,Bus Depots & Terminals,PORT OR MARINE TERMINAL
ALLIED TRANSIT CORP.,40.6720043374,-73.9004256886,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
ALLIED TRANSIT CORP.,40.634262823,-73.8905918391,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
HOYT TRANSPORTATION CORP.,40.8124640964,-73.8862652258,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
LOGAN BUS COMPANY INC.,40.6890723813,-73.8452363666,QUEENS,Bus Depots & Terminals,SCHOOL BUS DEPOT
"CONSOLIDATED BUS TRANSIT, INC.",40.6736487447,-73.897479827,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
"THIRD AVENUE TRANSIT, INC",40.6729666523,-74.011446992,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
ALL AMERICAN SCHOOL BUS CORP.,40.6104233674,-73.9137041511,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
Y & M TRANSIT CORP (B2192),40.6735967342,-74.0094055083,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
B & F SKILLED INC.(B2192),40.5821583051,-73.9828960855,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
LITTLE RICHIE BUS SERVICE,40.8552264154,-73.8407862526,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
ALL AMERICAN SCHOOL BUS CORP.,40.7760471885,-73.9322079201,QUEENS,Bus Depots & Terminals,SCHOOL BUS DEPOT
"DON THOMAS BUSES, INC. (B2321)",40.8369187627,-73.8758092201,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
EMPIRE STATE BUS CORP.,40.6718298864,-73.9022870302,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
JOFAZ TRANSPORTATION INC.,40.6095772809,-73.914394604,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
VINNY`S BUS SERVICES (B2321),40.6323970201,-74.154771464,STATEN ISLAND,Bus Depots & Terminals,SCHOOL BUS DEPOT
CAREFUL BUS SERVICE INC (B2192),40.6217316162,-73.9745466919,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
EMPIRE STATE BUS CORP.,40.6720043374,-73.9004256886,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
"BORO TRANSIT, INC.",40.825161888,-73.8445141748,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
IC BUS INC.,40.6094004742,-74.1883371186,STATEN ISLAND,Bus Depots & Terminals,SCHOOL BUS DEPOT
QUALITY TRANSPORTATION CORP.,40.830896419,-73.8403642641,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
"THOMAS BUSES, INC. (B2321)",40.5754125562,-74.0026153488,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
